ANONYMIZED ID;TEST FEB;PRACTICAL EX FEB;PRACTICES FEB;FINAL FEB;TEST SEPT;PRACTICAL EX SEPT;PRACTICES SEPT;FINAL SEPT;YEAR
nTFJv;NA;NA;NA;NA;NA;NA;NA;NA;2011
nTFJv;8,00;1,00;0,00;3,00;NA;NA;NA;NA;2012
nTFJv;NA;NA;NA;NA;NA;NA;NA;NA;2013
kaq7Q;NA;NA;NA;NA;NA;NA;NA;NA;2013
7vms8;6,00;1,00;1,00;3,40;8,00;1,00;9,33;9,00;2016
ajN6P;NA;NA;NA;NA;NA;NA;NA;NA;2011
ajN6P;NA;NA;NA;NA;NA;NA;NA;NA;2012
GEN9g;NA;NA;NA;NA;NA;NA;NA;NA;2017
GEN9g;NA;NA;NA;NA;NA;NA;NA;NA;2018
ZWlff;NA;NA;NA;NA;NA;NA;NA;NA;2015
G9b6C;NA;NA;NA;NA;NA;NA;NA;NA;2012
FMJHY;4,00;0,00;NA;1,20;NA;NA;NA;NA;2011
iOKpY;NA;NA;NA;NA;NA;NA;NA;NA;2014
Bgi+q;NA;NA;NA;NA;NA;NA;NA;NA;2011
Bgi+q;5,00;0,00;NA;1,50;1,00;0,00;NA;0,30;2012
ELZZd;NA;NA;NA;NA;NA;NA;NA;NA;2013
nIRME;NA;NA;NA;NA;NA;NA;NA;NA;2017
nIRME;6,00;0,00;0,00;1,80;7,00;NA;0,00;2,10;2018
sP03I;NA;NA;NA;NA;NA;NA;NA;NA;2014
itmrs;8,00;6,50;0,90;7,20;NA;NA;NA;NA;2011
PzIKT;9,00;8,00;0,00;7,40;NA;NA;NA;NA;2014
l4iQk;2,00;0,00;0,70;0,60;6,00;7,50;0,70;7,00;2011
8delw;NA;NA;NA;NA;NA;NA;NA;NA;2012
dk+4O;NA;NA;NA;NA;3,00;NA;0,00;0,90;2013
dk+4O;NA;NA;NA;NA;NA;NA;NA;NA;2014
gQOvL;NA;NA;NA;NA;NA;NA;NA;NA;2011
gQOvL;NA;NA;NA;NA;NA;NA;NA;NA;2014
gQOvL;NA;NA;NA;NA;NA;NA;NA;NA;2015
gQOvL;NA;NA;NA;NA;NA;NA;NA;NA;2017
gQOvL;NA;NA;NA;NA;NA;NA;NA;NA;2018
c3m8L;NA;NA;NA;NA;NA;NA;NA;NA;2011
dmowm;NA;NA;NA;NA;NA;NA;NA;NA;2012
xEFTr;7,00;3,00;NA;3,90;7,00;0,00;NA;2,10;2011
igf2/;NA;NA;NA;NA;NA;NA;NA;NA;2011
igf2/;7,00;3,50;1,00;5,20;NA;NA;NA;NA;2012
3oL3v;NA;NA;NA;NA;NA;NA;NA;NA;2012
3oL3v;NA;NA;NA;NA;NA;NA;NA;NA;2014
qCpAs;4,00;NA;0,90;1,20;9,00;7,33;0,90;8,00;2015
x5c5v;10,00;10,00;0,90;9,90;NA;NA;NA;NA;2012
oA+fh;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2017
oA+fh;NA;NA;NA;NA;NA;NA;NA;NA;2018
JGdGU;NA;NA;NA;NA;NA;NA;NA;NA;2013
fCAE8;NA;NA;NA;NA;NA;NA;NA;NA;2011
dvMv2;NA;NA;NA;NA;NA;NA;NA;NA;2018
P9LcC;NA;NA;NA;NA;NA;NA;NA;NA;2011
XuA8W;NA;NA;NA;NA;NA;NA;NA;NA;2012
EtbSZ;NA;NA;NA;NA;NA;NA;NA;NA;2013
n7GDl;6,00;0,00;NA;1,80;NA;NA;NA;NA;2012
n7GDl;NA;NA;NA;NA;NA;NA;NA;NA;2014
n7GDl;9,00;4,17;0,80;6,00;NA;NA;NA;NA;2016
PO2Hb;NA;NA;NA;NA;NA;NA;NA;NA;2016
ZZKBY;NA;NA;NA;NA;NA;NA;NA;NA;2011
ZZKBY;NA;NA;NA;NA;NA;NA;NA;NA;2012
ZZKBY;NA;NA;NA;NA;NA;NA;NA;NA;2014
GuTXQ;NA;NA;NA;NA;NA;NA;NA;NA;2017
rJkYA;8,00;7,67;1,00;8,00;NA;NA;NA;NA;2013
GohCh;6,00;NA;0,00;1,80;9,00;6,00;0,00;6,30;2014
BIou/;NA;NA;NA;NA;NA;NA;NA;NA;2011
B502p;NA;NA;NA;NA;NA;NA;NA;NA;2014
H0Oty;4,00;NA;0,00;1,20;NA;NA;NA;NA;2014
ZdWm2;NA;NA;NA;NA;NA;NA;NA;NA;2017
e2Xwf;10,00;8,00;0,90;8,70;NA;NA;NA;NA;2012
nc7WP;NA;NA;NA;NA;NA;NA;NA;NA;2011
nc7WP;NA;NA;NA;NA;NA;NA;NA;NA;2013
fyB8W;3,00;0,00;NA;0,90;NA;NA;NA;NA;2011
jImKA;NA;NA;NA;NA;6,00;NA;0,00;1,80;2013
jImKA;8,00;2,50;0,80;5,00;NA;NA;NA;NA;2014
Ql0CW;NA;NA;NA;NA;NA;NA;NA;NA;2017
SYtH+;10,00;10,00;0,90;9,90;NA;NA;NA;NA;2012
fIEmr;NA;NA;NA;NA;4,00;0,00;NA;1,20;2011
0+bER;NA;NA;NA;NA;NA;NA;NA;NA;2013
0+bER;NA;NA;NA;NA;NA;NA;NA;NA;2014
MVgVk;NA;NA;NA;NA;NA;NA;NA;NA;2015
w0fGN;NA;NA;NA;NA;NA;NA;NA;NA;2015
7YPLi;NA;NA;NA;NA;NA;NA;NA;NA;2017
o0olA;NA;NA;NA;NA;NA;NA;NA;NA;2013
m8gJz;NA;NA;NA;NA;NA;NA;NA;NA;2015
h6OeC;NA;NA;NA;NA;NA;NA;NA;NA;2011
h6OeC;NA;NA;NA;NA;NA;NA;NA;NA;2012
h6OeC;NA;NA;NA;NA;NA;NA;NA;NA;2013
h6OeC;NA;NA;NA;NA;NA;NA;NA;NA;2015
h6OeC;NA;NA;NA;NA;NA;NA;NA;NA;2017
ktvfY;NA;NA;NA;NA;NA;NA;NA;NA;2011
fJ4az;4,00;NA;0,00;1,20;NA;NA;NA;NA;2015
fJ4az;NA;NA;NA;NA;NA;NA;NA;NA;2017
9U40h;NA;NA;NA;NA;NA;NA;NA;NA;2012
gG5gQ;NA;NA;NA;NA;NA;NA;NA;NA;2012
gG5gQ;9,00;8,00;0,50;8,00;NA;NA;NA;NA;2013
8qbGn;NA;NA;NA;NA;NA;NA;NA;NA;2015
zEnRo;NA;NA;NA;NA;NA;NA;NA;NA;2015
zEnRo;NA;NA;NA;NA;NA;NA;NA;NA;2017
4RtBv;3,00;0,00;0,85;0,90;NA;NA;NA;NA;2011
2esqU;8,00;4,33;0,00;5,00;NA;NA;NA;NA;2014
wjXRx;NA;NA;NA;NA;NA;NA;NA;NA;2012
1m5wL;3,00;NA;0,00;0,90;NA;NA;NA;NA;2014
MfIU/;NA;NA;NA;NA;NA;NA;NA;NA;2012
MNkbs;NA;NA;NA;NA;NA;NA;NA;NA;2011
Z5t4y;4,00;0,00;0,00;1,20;6,00;0,00;0,00;1,80;2011
VI51I;NA;NA;NA;NA;NA;NA;NA;NA;2015
xzoYh;NA;NA;NA;NA;NA;NA;NA;NA;2013
Y0Ohg;NA;NA;NA;NA;NA;NA;NA;NA;2016
wXxpl;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2013
Bl86U;NA;NA;NA;NA;NA;NA;NA;NA;2013
FPtBD;NA;NA;NA;NA;NA;NA;NA;NA;2012
YI4of;NA;NA;NA;NA;NA;NA;NA;NA;2011
NPL00;NA;NA;NA;NA;NA;NA;NA;NA;2012
4SAdV;NA;NA;NA;NA;NA;NA;NA;NA;2014
4SAdV;5,00;NA;0,90;1,50;NA;NA;NA;NA;2015
nq0lu;7,00;0,00;NA;2,10;NA;NA;NA;NA;2012
Ujvde;NA;NA;NA;NA;NA;NA;NA;NA;2015
Ujvde;NA;NA;NA;NA;NA;NA;NA;NA;2016
OHc6W;2,00;0,00;NA;0,60;5,00;0,00;NA;1,50;2011
7ZPgg;5,00;0,00;1,00;1,50;8,00;2,60;1,00;6,00;2013
GNfx0;9,00;5,50;0,00;6,00;NA;NA;NA;NA;2017
DrYWH;NA;NA;NA;NA;NA;NA;NA;NA;2018
qDFeF;NA;NA;NA;NA;NA;NA;NA;NA;2015
kbljR;NA;NA;NA;NA;NA;NA;NA;NA;2016
kbljR;NA;NA;NA;NA;NA;NA;NA;NA;2017
kbljR;NA;NA;NA;NA;NA;NA;NA;NA;2018
ZZtVm;NA;NA;NA;NA;NA;NA;NA;NA;2011
ZZtVm;10,00;9,00;0,85;9,25;NA;NA;NA;NA;2012
kQIKj;NA;NA;NA;NA;NA;NA;NA;NA;2015
Wm1HF;NA;NA;NA;NA;NA;NA;NA;NA;2016
Wm1HF;NA;NA;NA;NA;NA;NA;NA;NA;2017
NX0ur;NA;NA;NA;NA;NA;NA;NA;NA;2013
tynyp;NA;NA;NA;NA;NA;NA;NA;NA;2013
tynyp;NA;NA;NA;NA;NA;NA;NA;NA;2017
Drp1s;NA;NA;NA;NA;NA;NA;NA;NA;2015
Drp1s;NA;NA;NA;NA;NA;NA;NA;NA;2016
ITNOb;NA;NA;NA;NA;NA;NA;NA;NA;2018
7tkqN;3,00;NA;0,00;0,90;NA;NA;NA;NA;2015
PRj47;NA;NA;NA;NA;NA;NA;NA;NA;2014
QoOSa;NA;NA;NA;NA;NA;NA;NA;NA;2013
R0WRX;NA;NA;NA;NA;NA;NA;NA;NA;2015
dcAVW;NA;NA;NA;NA;NA;NA;NA;NA;2017
ogZTN;NA;NA;NA;NA;NA;NA;NA;NA;2014
r3MKy;NA;NA;NA;NA;NA;NA;NA;NA;2017
HIopN;NA;NA;NA;NA;NA;NA;NA;NA;2017
zzHJ0;NA;NA;NA;NA;NA;NA;NA;NA;2011
9lgPU;NA;NA;NA;NA;NA;NA;NA;NA;2018
zP31K;NA;NA;NA;NA;NA;NA;NA;NA;2011
GCzOW;6,00;NA;0,00;1,80;NA;NA;NA;NA;2015
C1vrl;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
LDMmq;NA;NA;NA;NA;NA;NA;NA;NA;2014
U8WUb;NA;NA;NA;NA;NA;NA;NA;NA;2015
adxWN;NA;NA;NA;NA;NA;NA;NA;NA;2015
YlMML;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
VtpKC;NA;NA;NA;NA;NA;NA;NA;NA;2011
YUPPC;NA;NA;NA;NA;NA;NA;NA;NA;2018
wL8ul;NA;NA;NA;NA;NA;NA;NA;NA;2012
wL8ul;NA;NA;NA;NA;NA;NA;NA;NA;2013
wL8ul;NA;NA;NA;NA;NA;NA;NA;NA;2016
49GWY;NA;NA;NA;NA;NA;NA;NA;NA;2017
ZG79F;NA;NA;NA;NA;NA;NA;NA;NA;2018
vDKC0;NA;NA;NA;NA;NA;NA;NA;NA;2017
QpMkI;NA;NA;NA;NA;NA;NA;NA;NA;2014
+KBC6;NA;NA;NA;NA;NA;NA;NA;NA;2015
+KBC6;NA;NA;NA;NA;3,00;0,00;0,00;0,90;2016
9clzK;NA;NA;NA;NA;NA;NA;NA;NA;2017
7Tbkm;NA;NA;NA;NA;NA;NA;NA;NA;2018
4C8vj;NA;NA;NA;NA;NA;NA;NA;NA;2017
HQTqS;NA;NA;NA;NA;NA;NA;NA;NA;2017
xI5L+;NA;NA;NA;NA;NA;NA;NA;NA;2015
s7JLk;5,00;0,00;0,30;1,50;8,00;0,30;7,17;7,00;2016
T0gsM;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2017
T0gsM;NA;NA;NA;NA;7,00;NA;0,00;2,10;2018
K0+4v;NA;NA;NA;NA;NA;NA;NA;NA;2016
u3Dqu;NA;NA;NA;NA;NA;NA;NA;NA;2017
LbWg6;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
3GAd0;NA;NA;NA;NA;NA;NA;NA;NA;2018
Z+fNa;NA;NA;NA;NA;NA;NA;NA;NA;2015
4QcPe;NA;NA;NA;NA;NA;NA;NA;NA;2011
6gGTp;NA;NA;NA;NA;NA;NA;NA;NA;2012
6gGTp;NA;NA;NA;NA;NA;NA;NA;NA;2014
pNZYC;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2013
pNZYC;1,00;0,00;0,00;0,30;NA;NA;NA;NA;2016
D+YU6;NA;NA;NA;NA;NA;NA;NA;NA;2015
UzSuD;NA;NA;NA;NA;NA;NA;NA;NA;2011
rTHIT;NA;NA;NA;NA;NA;NA;NA;NA;2015
gu1k2;8,00;4,50;0,90;6,00;NA;NA;NA;NA;2017
myX+K;NA;NA;NA;NA;NA;NA;NA;NA;2012
0uxVE;NA;NA;NA;NA;NA;NA;NA;NA;2013
00IV8;0,00;0,00;0,00;0,00;NA;NA;NA;NA;2017
6KiHz;NA;NA;NA;NA;NA;NA;NA;NA;2012
hw4Ue;NA;NA;NA;NA;NA;NA;NA;NA;2011
R1wBf;NA;NA;NA;NA;NA;NA;NA;NA;2013
20r9Q;NA;NA;NA;NA;NA;NA;NA;NA;2012
JEgP6;NA;NA;NA;NA;NA;NA;NA;NA;2016
JEgP6;NA;NA;NA;NA;NA;NA;NA;NA;2017
XGdsA;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2016
XGdsA;8,00;6,00;0,60;6,60;NA;NA;NA;NA;2017
t+5EW;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2012
X7oOQ;NA;NA;NA;NA;NA;NA;NA;NA;2015
X7oOQ;NA;NA;NA;NA;NA;NA;NA;NA;2016
lVBOL;NA;NA;NA;NA;NA;NA;NA;NA;2018
YOwce;NA;NA;NA;NA;NA;NA;NA;NA;2012
iB3US;NA;NA;NA;NA;NA;NA;NA;NA;2016
QINyM;NA;NA;NA;NA;NA;NA;NA;NA;2011
QlnaS;NA;NA;NA;NA;NA;NA;NA;NA;2012
PyRcx;NA;NA;NA;NA;NA;NA;NA;NA;2011
jl7Xu;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2017
0oYwM;8,00;NA;0,00;5,40;NA;NA;NA;NA;2015
h7LGf;NA;NA;NA;NA;NA;NA;NA;NA;2018
a5qX8;NA;NA;NA;NA;5,00;0,00;NA;1,50;2011
a5qX8;5,00;0,00;0,70;1,50;NA;NA;NA;NA;2012
DPzJb;1,00;0,00;0,50;0,30;NA;NA;NA;NA;2011
qDccT;NA;NA;NA;NA;NA;NA;NA;NA;2012
N4xPM;NA;NA;NA;NA;NA;NA;NA;NA;2011
N4xPM;NA;NA;NA;NA;NA;NA;NA;NA;2012
i49UP;NA;NA;NA;NA;NA;NA;NA;NA;2013
1FcW4;NA;NA;NA;NA;NA;NA;NA;NA;2013
jt1DX;NA;NA;NA;NA;NA;NA;NA;NA;2012
uH91S;NA;NA;NA;NA;NA;NA;NA;NA;2015
u5tH+;7,00;NA;0,00;2,10;NA;NA;NA;NA;2015
pO3Ny;NA;NA;NA;NA;NA;NA;NA;NA;2017
bzToX;NA;NA;NA;NA;NA;NA;NA;NA;2014
SskFi;4,00;NA;0,70;1,20;8,00;3,17;0,70;5,00;2015
i3BRt;3,00;0,00;0,00;0,90;NA;NA;NA;NA;2016
WHIBr;NA;NA;NA;NA;NA;NA;NA;NA;2014
QJvOD;NA;NA;NA;NA;NA;NA;NA;NA;2014
EgzVB;NA;NA;NA;NA;NA;NA;NA;NA;2011
EgzVB;NA;NA;NA;NA;NA;NA;NA;NA;2012
PV2Yg;NA;NA;NA;NA;NA;NA;NA;NA;2013
ucEdY;NA;NA;NA;NA;NA;NA;NA;NA;2011
w5LjG;NA;NA;NA;NA;NA;NA;NA;NA;2011
cISOW;NA;NA;NA;NA;NA;NA;NA;NA;2011
ssWPU;6,00;0,00;0,40;1,80;4,00;NA;0,40;1,20;2013
v3OMH;NA;NA;NA;NA;NA;NA;NA;NA;2017
g2N/K;NA;NA;NA;NA;NA;NA;NA;NA;2015
mKiMI;NA;NA;NA;NA;NA;NA;NA;NA;2016
uzqyb;NA;NA;NA;NA;NA;NA;NA;NA;2014
RtQcr;NA;NA;NA;NA;NA;NA;NA;NA;2017
UGGBL;NA;NA;NA;NA;NA;NA;NA;NA;2014
4npRy;NA;NA;NA;NA;NA;NA;NA;NA;2015
+rgQc;NA;NA;NA;NA;NA;NA;NA;NA;2013
A0ZYA;NA;NA;NA;NA;NA;NA;NA;NA;2014
wwC9O;NA;NA;NA;NA;NA;NA;NA;NA;2015
9bmRP;10,00;6,67;0,00;7,00;NA;NA;NA;NA;2012
Nx3Xv;9,00;9,17;0,80;9,00;NA;NA;NA;NA;2014
OpI5Z;NA;NA;NA;NA;NA;NA;NA;NA;2016
5T8/p;NA;NA;NA;NA;NA;NA;NA;NA;2016
5T8/p;NA;NA;NA;NA;NA;NA;NA;NA;2017
oKXdM;NA;NA;NA;NA;NA;NA;NA;NA;2011
OuMGM;NA;NA;NA;NA;NA;NA;NA;NA;2013
O43vp;NA;NA;NA;NA;NA;NA;NA;NA;2014
qyNtz;7,00;0,00;NA;2,10;NA;NA;NA;NA;2012
qyNtz;NA;NA;NA;NA;NA;NA;NA;NA;2013
R1/GM;NA;NA;NA;NA;NA;NA;NA;NA;2017
Hv6F+;NA;NA;NA;NA;NA;NA;NA;NA;2011
UD8AY;7,00;6,83;0,80;7,00;NA;NA;NA;NA;2011
cSZDN;NA;NA;NA;NA;NA;NA;NA;NA;2012
9PtdV;9,00;6,00;0,00;6,30;NA;NA;NA;NA;2012
AT6cW;NA;NA;NA;NA;NA;NA;NA;NA;2016
LalvB;NA;NA;NA;NA;NA;NA;NA;NA;2014
jbLtP;9,00;4,00;0,00;5,00;NA;NA;NA;NA;2014
yWuxn;NA;NA;NA;NA;NA;NA;NA;NA;2012
yWuxn;NA;NA;NA;NA;NA;NA;NA;NA;2013
ond66;7,00;0,00;NA;2,10;NA;NA;NA;NA;2012
ond66;8,00;9,00;0,00;7,80;NA;NA;NA;NA;2013
9YcQ9;NA;NA;NA;NA;NA;NA;NA;NA;2011
w10eE;NA;NA;NA;NA;NA;NA;NA;NA;2014
LSnFS;4,00;0,00;NA;1,20;6,00;0,00;NA;1,80;2011
LSnFS;NA;NA;NA;NA;NA;NA;NA;NA;2013
U6ncZ;NA;NA;NA;NA;NA;NA;NA;NA;2013
8x7/q;9,00;6,00;NA;6,30;NA;NA;NA;NA;2012
8rXu9;NA;NA;NA;NA;NA;NA;NA;NA;2015
A3YJJ;8,00;7,67;0,00;8,00;NA;NA;NA;NA;2013
C2HDE;NA;NA;NA;NA;NA;NA;NA;NA;2013
Ha8rV;9,00;7,58;0,75;8,00;NA;NA;NA;NA;2013
Ars+c;NA;NA;NA;NA;NA;NA;NA;NA;2012
munL6;NA;NA;NA;NA;NA;NA;NA;NA;2012
2h0l/;7,00;8,00;0,95;8,00;NA;NA;NA;NA;2011
cTt6C;NA;NA;NA;NA;NA;NA;NA;NA;2016
IJFEB;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2017
IJFEB;NA;NA;NA;NA;NA;NA;NA;NA;2018
NfpWw;NA;NA;NA;NA;NA;NA;NA;NA;2014
qNcvo;NA;NA;NA;NA;NA;NA;NA;NA;2013
CH/vX;NA;NA;NA;NA;NA;NA;NA;NA;2011
S4Jvz;NA;NA;NA;NA;NA;NA;NA;NA;2012
Vnpqk;NA;NA;NA;NA;NA;NA;NA;NA;2012
YBQql;9,00;2,00;0,95;5,00;NA;NA;NA;NA;2011
f7twy;NA;NA;NA;NA;NA;NA;NA;NA;2015
dGjlN;NA;NA;NA;NA;NA;NA;NA;NA;2011
dGjlN;10,00;10,00;0,80;9,80;NA;NA;NA;NA;2012
fnuqo;9,00;3,83;NA;5,00;NA;NA;NA;NA;2012
IqFzN;7,00;NA;0,00;2,10;6,00;NA;0,00;1,80;2014
rkPLW;NA;NA;NA;NA;NA;NA;NA;NA;2014
VBf31;6,00;7,17;0,90;7,00;NA;NA;NA;NA;2011
rggIL;NA;NA;NA;NA;NA;NA;NA;NA;2015
HlAYl;NA;NA;NA;NA;NA;NA;NA;NA;2012
nc93b;NA;NA;NA;NA;NA;NA;NA;NA;2012
PJloN;9,00;5,67;0,90;7,00;NA;NA;NA;NA;2017
SJTCw;NA;NA;NA;NA;NA;NA;NA;NA;2013
RH9Fm;NA;NA;NA;NA;NA;NA;NA;NA;2012
RH9Fm;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2013
RH9Fm;NA;NA;NA;NA;NA;NA;NA;NA;2014
RH9Fm;NA;NA;NA;NA;NA;NA;NA;NA;2016
jmUF0;NA;NA;NA;NA;NA;NA;NA;NA;2014
h3eXS;NA;NA;NA;NA;NA;NA;NA;NA;2018
tOidG;NA;NA;NA;NA;NA;NA;NA;NA;2014
UdY9s;NA;NA;NA;NA;NA;NA;NA;NA;2011
1j0ta;NA;NA;NA;NA;NA;NA;NA;NA;2011
ddNzd;NA;NA;NA;NA;NA;NA;NA;NA;2011
ddNzd;8,00;2,00;NA;3,60;7,00;0,00;NA;2,10;2012
ddNzd;9,00;10,00;0,85;9,60;NA;NA;NA;NA;2013
Ne9q1;NA;NA;NA;NA;NA;NA;NA;NA;2012
fsDyU;NA;NA;NA;NA;NA;NA;NA;NA;2018
A8ha9;NA;NA;NA;NA;NA;NA;NA;NA;2016
Ce52M;9,00;7,33;0,90;8,00;NA;NA;NA;NA;2017
C3Azx;NA;NA;NA;NA;NA;NA;NA;NA;2012
usELh;NA;NA;NA;NA;NA;NA;NA;NA;2016
5nR1C;4,00;NA;0,00;1,20;NA;NA;NA;NA;2014
a44r1;4,00;0,00;0,88;1,20;6,00;1,03;0,88;3,30;2011
2cB00;NA;NA;NA;NA;NA;NA;NA;NA;2014
VYc0/;7,00;7,00;0,70;7,00;NA;NA;NA;NA;2014
iJz2f;NA;NA;NA;NA;NA;NA;NA;NA;2014
fVgjM;NA;NA;NA;NA;NA;NA;NA;NA;2017
+X7tk;NA;NA;NA;NA;NA;NA;NA;NA;2011
kKIRW;NA;NA;NA;NA;NA;NA;NA;NA;2016
WKWCU;2,00;0,00;0,60;0,60;3,00;0,00;0,60;0,90;2011
K1tiJ;4,00;0,00;1,00;1,20;5,00;0,00;1,00;1,50;2012
K1tiJ;7,00;0,00;0,00;2,10;3,00;NA;0,00;0,90;2013
/p+oa;NA;NA;NA;NA;NA;NA;NA;NA;2011
/p+oa;NA;NA;NA;NA;NA;NA;NA;NA;2016
UljbL;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2012
UljbL;NA;NA;NA;NA;NA;NA;NA;NA;2013
EElsw;NA;NA;NA;NA;NA;NA;NA;NA;2018
DPhwQ;2,00;0,00;0,50;0,60;NA;NA;NA;NA;2011
xFhK+;NA;NA;NA;NA;NA;NA;NA;NA;2011
7YFhM;NA;NA;NA;NA;4,00;0,00;NA;1,20;2012
U38Fm;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2018
btI7u;5,00;4,50;1,00;5,00;NA;NA;NA;NA;2011
N3R/6;NA;NA;NA;NA;NA;NA;NA;NA;2015
c/l+G;4,00;0,00;NA;1,20;NA;NA;NA;NA;2012
k8bSm;NA;NA;NA;NA;NA;NA;NA;NA;2012
lxPd5;NA;NA;NA;NA;NA;NA;NA;NA;2011
QDah3;5,00;0,00;0,80;1,50;NA;NA;NA;NA;2013
QDah3;NA;NA;NA;NA;NA;NA;NA;NA;2014
V27EL;8,00;3,00;0,80;5,00;NA;NA;NA;NA;2017
N4U1A;NA;NA;NA;NA;NA;NA;NA;NA;2017
5I7rN;NA;NA;NA;NA;NA;NA;NA;NA;2011
mtUJa;NA;NA;NA;NA;NA;NA;NA;NA;2013
AMVUW;NA;NA;NA;NA;NA;NA;NA;NA;2015
o8BvE;NA;NA;NA;NA;NA;NA;NA;NA;2016
vVDmo;NA;NA;NA;NA;NA;NA;NA;NA;2012
0E4kb;NA;NA;NA;NA;NA;NA;NA;NA;2017
iHstM;6,00;0,00;0,00;1,80;3,00;0,00;0,00;0,90;2012
iHstM;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2013
/S0tJ;6,00;5,33;1,00;6,00;NA;NA;NA;NA;2017
6j1d8;6,00;NA;0,00;1,80;6,00;0,00;0,00;1,80;2015
6j1d8;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2016
ufMWQ;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2017
THq4J;7,00;1,00;0,80;3,50;5,00;0,00;0,80;1,50;2011
MhmPE;5,00;0,00;NA;1,50;NA;NA;NA;NA;2011
9rIle;NA;NA;NA;NA;NA;NA;NA;NA;2012
b/FjC;NA;NA;NA;NA;NA;NA;NA;NA;2013
+g1vd;NA;NA;NA;NA;NA;NA;NA;NA;2015
9xadC;NA;NA;NA;NA;NA;NA;NA;NA;2011
1Bl+z;NA;NA;NA;NA;4,00;0,00;NA;1,20;2011
1Bl+z;9,00;7,00;NA;6,90;NA;NA;NA;NA;2012
CEwB9;5,00;2,00;0,80;3,50;NA;NA;NA;NA;2011
CEwB9;NA;NA;NA;NA;NA;NA;NA;NA;2015
12zKS;NA;NA;NA;NA;NA;NA;NA;NA;2011
WA/xq;NA;NA;NA;NA;NA;NA;NA;NA;2018
PFddB;NA;NA;NA;NA;NA;NA;NA;NA;2011
OXaux;NA;NA;NA;NA;NA;NA;NA;NA;2012
OXaux;NA;NA;NA;NA;NA;NA;NA;NA;2013
WxA5G;NA;NA;NA;NA;NA;NA;NA;NA;2011
WxA5G;NA;NA;NA;NA;NA;NA;NA;NA;2012
WxA5G;NA;NA;NA;NA;NA;NA;NA;NA;2013
WxA5G;NA;NA;NA;NA;NA;NA;NA;NA;2014
WxA5G;9,00;NA;0,90;7,00;NA;NA;NA;NA;2015
+ico7;NA;NA;NA;NA;NA;NA;NA;NA;2014
4zN79;NA;NA;NA;NA;NA;NA;NA;NA;2013
NR19W;NA;NA;NA;NA;NA;NA;NA;NA;2011
UssNq;NA;NA;NA;NA;NA;NA;NA;NA;2011
UssNq;NA;NA;NA;NA;NA;NA;NA;NA;2012
Xs4hW;4,00;0,00;0,00;1,20;NA;NA;NA;NA;2013
Xs4hW;NA;NA;NA;NA;NA;NA;NA;NA;2014
Xs4hW;NA;NA;NA;NA;NA;NA;NA;NA;2015
YJ28b;NA;NA;NA;NA;4,00;0,00;NA;1,20;2012
7KQ6P;NA;NA;NA;NA;NA;NA;NA;NA;2018
FDUzq;NA;NA;NA;NA;NA;NA;NA;NA;2015
sHUfs;9,00;6,00;NA;6,30;NA;NA;NA;NA;2011
QEDVa;3,00;0,00;NA;0,90;NA;NA;NA;NA;2011
poWGr;NA;NA;NA;NA;NA;NA;NA;NA;2011
9fbZ0;NA;NA;NA;NA;NA;NA;NA;NA;2012
SOTG5;5,00;0,00;0,00;1,50;NA;NA;NA;NA;2016
vR1N7;3,00;0,00;0,50;0,90;4,00;0,00;0,50;1,20;2011
5WR0Q;2,00;0,00;0,00;0,60;NA;NA;NA;NA;2013
Vntm2;1,00;0,00;0,00;0,30;NA;NA;NA;NA;2017
U80Ll;NA;NA;NA;NA;NA;NA;NA;NA;2014
i0/Jt;6,00;0,00;0,00;1,80;NA;NA;NA;NA;2016
zd0Qk;NA;NA;NA;NA;NA;NA;NA;NA;2013
qQ3cy;NA;NA;NA;NA;NA;NA;NA;NA;2017
1uVZ7;NA;NA;NA;NA;NA;NA;NA;NA;2016
UWeOd;NA;NA;NA;NA;NA;NA;NA;NA;2018
ygHVy;10,00;6,67;0,00;7,00;NA;NA;NA;NA;2017
iVQ/E;NA;NA;NA;NA;NA;NA;NA;NA;2017
xwQ89;NA;NA;NA;NA;NA;NA;NA;NA;2014
rllnS;NA;NA;NA;NA;NA;NA;NA;NA;2013
4viA/;NA;NA;NA;NA;NA;NA;NA;NA;2018
0Aj+Y;NA;NA;NA;NA;NA;NA;NA;NA;2018
CMx8d;NA;NA;NA;NA;NA;NA;NA;NA;2016
pEf9e;NA;NA;NA;NA;NA;NA;NA;NA;2012
